Pattern,Components,Score,PrimeProduct
High card: JT543,"ranks=J,T,5,4,3",7268,70035
High card: QJ732,"ranks=Q,J,7,3,2",7080,70122
5x3 + A + 4,"trips=5;kickers=A,4",2212,70315
9x2 + 7 + 4 + 3,"pair=9;kickers=7,4,3",4633,70395
4x2 + Q + 7 + 5,"pair=4;kickers=Q,7,5",5653,70525
3x2 + Q + T + 6,"pair=3;kickers=Q,T,6",5857,70587
Ax2 + 5 + 3 + 2,"pair=A;kickers=5,3,2",3544,70602
7x2 + 9 + 6 + 2,"pair=7;kickers=9,6,2",5059,70642
5x2 + K + 7 + 3,"pair=5;kickers=K,7,3",5398,70707
4x2 + A + T + 3,"pair=4;kickers=A,T,3",5558,70725
8x2 + 5x2 + 4,pair_high=8;pair_low=5;kicker=4,3125,70805
High card: KJ632,"ranks=K,J,6,3,2",6877,70818
8x2 + A + 3 + 2,"pair=8;kickers=A,3,2",4700,71094
High card: T8752,"ranks=T,8,7,5,2",7382,71162
Kx2 + 2x2 + 7,pair_high=K;pair_low=2;kicker=7,2716,71188
4x2 + K + 6 + 5,"pair=4;kickers=K,6,5",5620,71225
High card: J9742,"ranks=J,9,7,4,2",7295,71630
2x2 + A + T + 9,"pair=2;kickers=A,T,9",5993,71668
5x3 + 9 + 6,"trips=5;kickers=9,6",2251,71687
High card: K9832,"ranks=K,9,8,3,2",6952,71706
7x2 + 4x2 + 8,pair_high=7;pair_low=4;kicker=8,3189,71825
6x2 + 8 + 5 + 4,"pair=6;kickers=8,5,4",5290,71995
Qx2 + 4x2 + 3,pair_high=Q;pair_low=4;kicker=3,2807,72075
High card: T9643,"ranks=T,9,6,4,3",7369,72105
3x2 + K + Q + 5,"pair=3;kickers=K,Q,5",5807,72261
6x2 + T + 7 + 2,"pair=6;kickers=T,7,2",5264,72358
5x2 + J + 8 + 3,"pair=5;kickers=J,8,3",5458,72471
7x3 + 6 + 3,"trips=7;kickers=6,3",2130,72501
High card: QT832,"ranks=Q,T,8,3,2",7126,72726
2x2 + K + J + 8,"pair=2;kickers=K,J,8",6032,72964
Tx3 + 3 + 2,"trips=T;kickers=3,2",1939,73002
Qx2 + 2x2 + 9,pair_high=Q;pair_low=2;kicker=9,2824,73036
High card: A8543,"ranks=A,8,5,4,3",6661,73185
46 + 4,quad=6;kicker=4,116,73205
5x2 + T + 7 + 4,"pair=5;kickers=T,7,4",5482,73255
7x2 + Q + 5 + 2,"pair=7;kickers=Q,5,2",4998,73346
High card: JT642,"ranks=J,T,6,4,2",7266,73370
7x2 + J + 4 + 3,"pair=7;kickers=J,4,3",5027,73515
High card: AT732,"ranks=A,T,7,3,2",6599,73554
3x2 + K + 8 + 7,"pair=3;kickers=K,8,7",5831,73593
4x3 + Q + 9,"trips=4;kickers=Q,9",2293,73625
6x2 + J + 5 + 3,"pair=6;kickers=J,5,3",5245,73689
8x3 + 4 + 3,"trips=8;kickers=4,3",2069,73695
High card: K9543,"ranks=K,9,5,4,3",6969,73815
Ax2 + 2x2 + 6,pair_high=A;pair_low=2;kicker=6,2596,73964
High card: K7652,"ranks=K,7,6,5,2",6995,74074
High card: T9842,"ranks=T,9,8,4,2",7354,74290
6x2 + A + 4 + 3,"pair=6;kickers=A,4,3",5138,74415
45 + Q,quad=5;kicker=Q,121,74431
High card: 98653,"ranks=9,8,6,5,3",7421,74613
7x3 + 8 + 2,"trips=7;kickers=8,2",2127,74698
9x2 + 3x2 + T,pair_high=9;pair_low=3;kicker=T,3077,74727
High card: QT543,"ranks=Q,T,5,4,3",7143,74865
3x2 + A + J + 5,"pair=3;kickers=A,J,5",5770,74907
Qx2 + 7 + 3 + 2,"pair=Q;kickers=7,3,2",3975,74958
High card: KJ542,"ranks=K,J,5,4,2",6879,75110
8x2 + 3x2 + J,pair_high=8;pair_low=3;kicker=J,3142,75429
Ax2 + 3x2 + 4,pair_high=A;pair_low=3;kicker=4,2587,75645
High card: KQ632,"ranks=K,Q,6,3,2",6793,75702
5x3 + 8 + 7,"trips=5;kickers=8,7",2255,75803
4x2 + A + K + 2,"pair=4;kickers=A,K,2",5535,75850
6x3 + 9 + 3,"trips=6;kickers=9,3",2187,75867
High card: J8652,"ranks=J,8,6,5,2",7319,75922
High card: JT932,"ranks=J,T,9,3,2",7236,76038
High card: T8743,"ranks=T,8,7,4,3",7383,76245
5x2 + A + 9 + 2,"pair=5;kickers=A,9,2",5345,76342
4x2 + T + 9 + 5,"pair=4;kickers=T,9,5",5693,76475
High card: Q9742,"ranks=Q,9,7,4,2",7170,76570
High card: A8642,"ranks=A,8,6,4,2",6659,76670
8x2 + 9 + 5 + 2,"pair=8;kickers=9,5,2",4842,76874
7x3 + 5 + 4,"trips=7;kickers=5,4",2132,76895
6x2 + 5x2 + 7,pair_high=6;pair_low=5;kicker=7,3223,77077
3x2 + A + 9 + 6,"pair=3;kickers=A,9,6",5782,77121
6x3 + J + 2,"trips=6;kickers=J,2",2175,77198
High card: K9642,"ranks=K,9,6,4,2",6967,77330
Jx2 + 2x2 + T,pair_high=J;pair_low=2;kicker=T,2922,77372
5x2 + Q + 8 + 3,"pair=5;kickers=Q,8,3",5430,77469
Tx2 + 5x2 + 3,pair_high=T;pair_low=5;kicker=3,2983,77763
2x2 + K + Q + 8,"pair=2;kickers=K,Q,8",6024,77996
3x2 + J + T + 7,"pair=3;kickers=J,T,7",5884,78039
5x2 + J + 6 + 4,"pair=5;kickers=J,6,4",5464,78155
6x2 + 9 + 8 + 2,"pair=6;kickers=9,8,2",5275,78166
Tx2 + 2x2 + K,pair_high=T;pair_low=2;kicker=K,3008,78292
5x2 + A + 7 + 3,"pair=5;kickers=A,7,3",5353,78351
High card: QT642,"ranks=Q,T,6,4,2",7141,78430
High card: AJ632,"ranks=A,J,6,3,2",6549,78474
7x2 + Q + 4 + 3,"pair=7;kickers=Q,4,3",4999,78585
4x3 + K + 8,"trips=4;kickers=K,8",2285,78625
6x2 + Q + 5 + 3,"pair=6;kickers=Q,5,3",5217,78771
2x2 + A + K + 7,"pair=2;kickers=A,K,7",5971,78884
8x2 + 7 + 5 + 3,"pair=8;kickers=7,5,3",4851,78897
4x2 + A + 6 + 5,"pair=4;kickers=A,6,5",5575,78925
5x2 + 9 + 8 + 4,"pair=5;kickers=9,8,4",5493,79135
High card: K7643,"ranks=K,7,6,4,3",6996,79365
High card: A9832,"ranks=A,9,8,3,2",6624,79458
8x2 + 4x2 + 6,pair_high=8;pair_low=4;kicker=6,3135,79475
High card: T9752,"ranks=T,9,7,5,2",7362,79534
3x2 + A + Q + 5,"pair=3;kickers=A,Q,5",5762,80073
9x2 + K + 3 + 2,"pair=9;kickers=K,3,2",4525,80142
6x2 + 8 + 7 + 3,"pair=6;kickers=8,7,3",5288,80223
7x2 + 4x2 + 9,pair_high=7;pair_low=4;kicker=9,3188,80275
High card: KQ542,"ranks=K,Q,5,4,2",6795,80290
6x2 + 9 + 5 + 4,"pair=6;kickers=9,5,4",5280,80465
4x2 + K + J + 3,"pair=4;kickers=K,J,3",5596,80475
8x2 + 3x2 + Q,pair_high=8;pair_low=3;kicker=Q,3141,80631
2x2 + A + J + 8,"pair=2;kickers=A,J,8",5987,80852
Tx2 + 3x2 + 8,pair_high=T;pair_low=3;kicker=8,3001,80937
5x2 + J + 9 + 3,"pair=5;kickers=J,9,3",5453,80997
High card: Q8652,"ranks=Q,8,6,5,2",7194,81158
High card: QT932,"ranks=Q,T,9,3,2",7111,81282
High card: J8643,"ranks=J,8,6,4,3",7320,81345
Tx2 + 6 + 5 + 2,"pair=T;kickers=6,5,2",4418,81466
2x2 + K + J + 9,"pair=2;kickers=K,J,9",6031,81548
3x2 + A + 8 + 7,"pair=3;kickers=A,8,7",5786,81549
7x2 + T + 5 + 3,"pair=7;kickers=T,5,3",5046,81627
High card: K8742,"ranks=K,8,7,4,2",6981,81770
High card: A9543,"ranks=A,9,5,4,3",6641,81795
High card: A7652,"ranks=A,7,6,5,2",6667,82082
4x2 + T + 7 + 6,"pair=4;kickers=T,7,6",5701,82225
3x2 + K + 9 + 7,"pair=3;kickers=K,9,7",5826,82251
8x2 + 9 + 4 + 3,"pair=8;kickers=9,4,3",4843,82365
Jx2 + 5x2 + 2,pair_high=J;pair_low=5;kicker=2,2896,82418
6x3 + Q + 2,"trips=6;kickers=Q,2",2167,82522
8x2 + 7 + 6 + 2,"pair=8;kickers=7,6,2",4849,82654
2x2 + Q + J + T,"pair=2;kickers=Q,J,T",6066,82708
9x2 + T + 4 + 2,"pair=9;kickers=T,4,2",4609,83030
High card: AJ542,"ranks=A,J,5,4,2",6551,83230
Jx2 + 3x2 + 6,pair_high=J;pair_low=3;kicker=6,2915,83259
4x3 + J + T,"trips=4;kickers=J,T",2300,83375
9x2 + 6 + 5 + 3,"pair=9;kickers=6,5,3",4637,83391
5x2 + K + T + 2,"pair=5;kickers=K,T,2",5384,83398
3x2 + Q + T + 7,"pair=3;kickers=Q,T,7",5856,83421
7x3 + 9 + 2,"trips=7;kickers=9,2",2122,83486
5x2 + Q + 6 + 4,"pair=5;kickers=Q,6,4",5436,83545
High card: KJ732,"ranks=K,J,7,3,2",6871,83694
8x2 + J + 4 + 2,"pair=8;kickers=J,4,2",4808,83810
High card: AQ632,"ranks=A,Q,6,3,2",6465,83886
Ax2 + 4x2 + 2,pair_high=A;pair_low=4;kicker=2,2577,84050
4x2 + K + 7 + 5,"pair=4;kickers=K,7,5",5617,84175
3x2 + K + T + 6,"pair=3;kickers=K,T,6",5821,84249
3x2 + J + 9 + 8,"pair=3;kickers=J,9,8",5889,84303
5x3 + 9 + 7,"trips=5;kickers=9,7",2250,84721
High card: J9652,"ranks=J,9,6,5,2",7299,84854
Straight to 8,"ranks=4,5,6,7,8",1606,85085
High card: T9743,"ranks=T,9,7,4,3",7363,85215
7x2 + T + 6 + 2,"pair=7;kickers=T,6,2",5044,85514
47 + 3,quad=7;kicker=3,105,85683
High card: A9642,"ranks=A,9,6,4,2",6639,85690
Jx2 + 8 + 3 + 2,"pair=J;kickers=8,3,2",4185,85782
9x2 + 8 + 5 + 2,"pair=9;kickers=8,5,2",4622,85918
4x2 + K + Q + 3,"pair=4;kickers=K,Q,3",5588,86025
Kx2 + 3x2 + 5,pair_high=K;pair_low=3;kicker=5,2707,86247
4x2 + J + 8 + 5,"pair=4;kickers=J,8,5",5677,86275
2x2 + A + Q + 8,"pair=2;kickers=A,Q,8",5979,86428
6x3 + 7 + 4,"trips=6;kickers=7,4",2195,86515
5x2 + Q + 9 + 3,"pair=5;kickers=Q,9,3",5425,86583
High card: JT742,"ranks=J,T,7,4,2",7260,86710
Tx2 + 2x2 + A,pair_high=T;pair_low=2;kicker=A,3007,86756
5x3 + T + 6,"trips=5;kickers=T,6",2245,86779
High card: KT832,"ranks=K,T,8,3,2",6917,86802
High card: Q8643,"ranks=Q,8,6,4,3",7195,86955
High card: J7653,"ranks=J,7,6,5,3",7328,87087
4x3 + A + 8,"trips=4;kickers=A,8",2275,87125
2x2 + K + Q + 9,"pair=2;kickers=K,Q,9",6023,87172
Tx2 + 6 + 4 + 3,"pair=T;kickers=6,4,3",4419,87285
9x2 + 6x2 + 2,pair_high=9;pair_low=6;kicker=2,3050,87362
Ax2 + 2x2 + 7,pair_high=A;pair_low=2;kicker=7,2595,87412
7x2 + K + 5 + 2,"pair=7;kickers=K,5,2",4962,87542
6x2 + 4x2 + J,pair_high=6;pair_low=4;kicker=J,3230,87725
4x3 + K + 9,"trips=4;kickers=K,9",2284,87875
High card: A7643,"ranks=A,7,6,4,3",6668,87945
5x2 + Q + J + 2,"pair=5;kickers=Q,J,2",5413,88102
High card: 98753,"ranks=9,8,7,5,3",7415,88179
Jx2 + 5 + 4 + 3,"pair=J;kickers=5,4,3",4202,88305
Qx2 + 2x2 + T,pair_high=Q;pair_low=2;kicker=T,2823,88412
9x2 + 5x2 + 4,pair_high=9;pair_low=5;kicker=4,3059,88445
9x2 + A + 3 + 2,"pair=9;kickers=A,3,2",4480,88806
4x2 + 9 + 8 + 6,"pair=4;kickers=9,8,6",5712,88825
45 + K,quad=5;kicker=K,120,88837
High card: AQ542,"ranks=A,Q,5,4,2",6467,88970
3x2 + Q + J + 6,"pair=3;kickers=Q,J,6",5850,89001
4x3 + Q + T,"trips=4;kickers=Q,T",2292,89125
4x2 + A + J + 3,"pair=4;kickers=A,J,3",5551,89175
High card: KT543,"ranks=K,T,5,4,3",6934,89355
High card: KQ732,"ranks=K,Q,7,3,2",6787,89466
8x2 + Q + 4 + 2,"pair=8;kickers=Q,4,2",4780,89590
6x2 + 9 + 7 + 3,"pair=6;kickers=9,7,3",5278,89661
High card: J8752,"ranks=J,8,7,5,2",7313,89726
Tx2 + 8 + 4 + 2,"pair=T;kickers=8,4,2",4404,89930
3x2 + Q + 9 + 8,"pair=3;kickers=Q,9,8",5861,90117
High card: T8653,"ranks=T,8,6,5,3",7387,90321
Kx2 + 6 + 3 + 2,"pair=K;kickers=6,3,2",3761,90354
2x2 + A + J + 9,"pair=2;kickers=A,J,9",5986,90364
Tx2 + 3x2 + 9,pair_high=T;pair_low=3;kicker=9,3000,90459
High card: A8742,"ranks=A,8,7,4,2",6653,90610
High card: Q9652,"ranks=Q,9,6,5,2",7174,90706
High card: J9643,"ranks=J,9,6,4,3",7300,90915
7x2 + 5x2 + 6,pair_high=7;pair_low=5;kicker=6,3179,91091
3x2 + A + 9 + 7,"pair=3;kickers=A,9,7",5781,91143
6x2 + J + 7 + 2,"pair=6;kickers=J,7,2",5243,91234
High card: K9742,"ranks=K,9,7,4,2",6961,91390
High card: QJ832,"ranks=Q,J,8,3,2",7070,91698
6x3 + T + 3,"trips=6;kickers=T,3",2181,91839
Tx2 + J + 3 + 2,"pair=T;kickers=J,3,2",4369,92046
9x2 + 8 + 4 + 3,"pair=9;kickers=8,4,3",4623,92055
4x2 + Q + 8 + 5,"pair=4;kickers=Q,8,5",5649,92225
5x2 + J + 7 + 4,"pair=5;kickers=J,7,4",5461,92365
High card: 98762,"ranks=9,8,7,6,2",7413,92378
5x2 + A + T + 2,"pair=5;kickers=A,T,2",5339,92414
5x2 + K + 8 + 3,"pair=5;kickers=K,8,3",5394,92463
Jx2 + 6 + 4 + 2,"pair=J;kickers=6,4,2",4200,92510
Tx2 + 4x2 + 5,pair_high=T;pair_low=4;kicker=5,2993,92575
High card: QT742,"ranks=Q,T,7,4,2",7135,92690
High card: AJ732,"ranks=A,J,7,3,2",6543,92742
8x2 + T + 5 + 2,"pair=8;kickers=T,5,2",4827,93058
Kx2 + 2x2 + 8,pair_high=K;pair_low=2;kicker=8,2715,93092
High card: Q7653,"ranks=Q,7,6,5,3",7203,93093
4x2 + A + 7 + 5,"pair=4;kickers=A,7,5",5572,93275
3x2 + A + T + 6,"pair=3;kickers=A,T,6",5776,93357
High card: KT642,"ranks=K,T,6,4,2",6932,93610
High card: J9842,"ranks=J,9,8,4,2",7285,93670
6x2 + 4x2 + Q,pair_high=6;pair_low=4;kicker=Q,3229,93775
7x2 + K + 4 + 3,"pair=7;kickers=K,4,3",4963,93795
8x2 + 4x2 + 7,pair_high=8;pair_low=4;kicker=7,3134,93925
6x2 + K + 5 + 3,"pair=6;kickers=K,5,3",5181,94017
Qx2 + 5x2 + 2,pair_high=Q;pair_low=5;kicker=2,2797,94178
9x2 + 3x2 + J,pair_high=9;pair_low=3;kicker=J,3076,94221
High card: QJ543,"ranks=Q,J,5,4,3",7087,94395
6x2 + T + 8 + 2,"pair=6;kickers=T,8,2",5260,94622
7x2 + 8 + 6 + 3,"pair=7;kickers=8,6,3",5068,94809
High card: 97654,"ranks=9,7,6,5,4",7430,95095
Qx2 + 3x2 + 6,pair_high=Q;pair_low=3;kicker=6,2816,95139
4x2 + A + Q + 3,"pair=4;kickers=A,Q,3",5543,95325
3x2 + A + K + 5,"pair=3;kickers=A,K,5",5753,95571
5x2 + T + 8 + 4,"pair=5;kickers=T,8,4",5478,95795
Kx2 + 5 + 4 + 2,"pair=K;kickers=5,4,2",3763,95830
Jx2 + 9 + 3 + 2,"pair=J;kickers=9,3,2",4170,95874
High card: Q8752,"ranks=Q,8,7,5,2",7188,95914
9x3 + 5 + 2,"trips=9;kickers=5,2",2002,96026
High card: J8743,"ranks=J,8,7,4,3",7314,96135
High card: AT832,"ranks=A,T,8,3,2",6589,96186
8x2 + 3x2 + K,pair_high=8;pair_low=3;kicker=K,3140,96237
Tx2 + 7 + 5 + 2,"pair=T;kickers=7,5,2",4412,96278
4x2 + J + 9 + 5,"pair=4;kickers=J,9,5",5672,96425
2x2 + A + Q + 9,"pair=2;kickers=A,Q,9",5978,96596
High card: K8652,"ranks=K,8,6,5,2",6985,96866
7x2 + A + 5 + 2,"pair=7;kickers=A,5,2",4917,97006
High card: KT932,"ranks=K,T,9,3,2",6902,97014
7x2 + 4x2 + T,pair_high=7;pair_low=4;kicker=T,3187,97175
High card: Q9643,"ranks=Q,9,6,4,3",7175,97185
4x3 + A + 9,"trips=4;kickers=A,9",2274,97375
6x2 + T + 5 + 4,"pair=6;kickers=T,5,4",5265,97405
6x2 + Q + 7 + 2,"pair=6;kickers=Q,7,2",5215,97526
Jx3 + 2x2,trips=J;pair=2,214,97556
8x2 + 7x2 + 2,pair_high=8;pair_low=7;kicker=2,3105,97682
Qx2 + 8 + 3 + 2,"pair=Q;kickers=8,3,2",3965,98022
5x2 + J + T + 3,"pair=5;kickers=J,T,3",5447,98049
Tx2 + Q + 3 + 2,"pair=T;kickers=Q,3,2",4341,98394
Jx2 + 3x2 + 7,pair_high=J;pair_low=3;kicker=7,2914,98397
45 + A,quad=5;kicker=A,119,98441
6x3 + K + 2,"trips=6;kickers=K,2",2158,98494
9x2 + 7 + 5 + 3,"pair=9;kickers=7,5,3",4631,98553
2x2 + K + J + T,"pair=2;kickers=K,J,T",6030,98716
5x2 + Q + 7 + 4,"pair=5;kickers=Q,7,4",5433,98735
High card: QJ642,"ranks=Q,J,6,4,2",7085,98890
High card: AT543,"ranks=A,T,5,4,3",6606,99015
5x3 + 8x2,trips=5;pair=8,281,99127
High card: AQ732,"ranks=A,Q,7,3,2",6459,99138
9x2 + 4x2 + 6,pair_high=9;pair_low=4;kicker=6,3069,99275
3x2 + K + T + 7,"pair=3;kickers=K,T,7",5820,99567
8x2 + T + 4 + 3,"pair=8;kickers=T,4,3",4828,99705
5x2 + K + 6 + 4,"pair=5;kickers=K,6,4",5400,99715
High card: AK632,"ranks=A,K,6,3,2",6345,100122
High card: Q9842,"ranks=Q,9,8,4,2",7160,100130
High card: J9752,"ranks=J,9,7,5,2",7293,100282
Tx2 + 9 + 4 + 2,"pair=T;kickers=9,4,2",4389,100510
7x2 + 8 + 5 + 4,"pair=7;kickers=8,5,4",5070,100555
9x2 + 3x2 + Q,pair_high=9;pair_low=3;kicker=Q,3075,100719
6x2 + 5x2 + 8,pair_high=6;pair_low=5;kicker=8,3222,100793
Qx2 + 5 + 4 + 3,"pair=Q;kickers=5,4,3",3982,100905
High card: T9653,"ranks=T,9,6,5,3",7367,100947
7x3 + T + 2,"trips=7;kickers=T,2",2116,101062
High card: A9742,"ranks=A,9,7,4,2",6633,101270
3x2 + J + T + 8,"pair=3;kickers=J,T,8",5883,102051
7x2 + 6x2 + 4,pair_high=7;pair_low=6;kicker=4,3169,102245
5x2 + A + 8 + 3,"pair=5;kickers=A,8,3",5349,102459
High card: QJ932,"ranks=Q,J,9,3,2",7055,102486
46 + 5,quad=6;kicker=5,115,102487
5x3 + T + 7,"trips=5;kickers=T,7",2244,102557
Kx2 + 4x2 + 3,pair_high=K;pair_low=4;kicker=3,2697,102675
High card: JT652,"ranks=J,T,6,5,2",7264,102718
High card: Q8743,"ranks=Q,8,7,4,3",7189,102765
9x3 + 4 + 3,"trips=9;kickers=4,3",2003,102885
7x2 + J + 5 + 3,"pair=7;kickers=J,5,3",5025,102921
4x2 + Q + 9 + 5,"pair=4;kickers=Q,9,5",5644,103075
Tx2 + 7 + 4 + 3,"pair=T;kickers=7,4,3",4413,103155
2x2 + A + K + 8,"pair=2;kickers=A,K,8",5970,103156
8x3 + 5 + 3,"trips=8;kickers=5,3",2067,103173
9x2 + 7 + 6 + 2,"pair=9;kickers=7,6,2",4629,103246
5x2 + K + 9 + 3,"pair=5;kickers=K,9,3",5389,103341
4x2 + J + 7 + 6,"pair=4;kickers=J,7,6",5680,103675
High card: AT642,"ranks=A,T,6,4,2",6604,103730
High card: K8643,"ranks=K,8,6,4,3",6986,103785
7x2 + A + 4 + 3,"pair=7;kickers=A,4,3",4918,103935
High card: T9852,"ranks=T,9,8,5,2",7352,104006
Kx2 + 2x2 + 9,pair_high=K;pair_low=2;kicker=9,2714,104044
6x2 + A + 5 + 3,"pair=6;kickers=A,5,3",5136,104181
Jx2 + 2x2 + Q,pair_high=J;pair_low=2;kicker=Q,2921,104284
9x2 + J + 4 + 2,"pair=9;kickers=J,4,2",4588,104690
5x2 + Q + T + 3,"pair=5;kickers=Q,T,3",5419,104811
8x2 + 6x2 + 3,pair_high=8;pair_low=6;kicker=3,3115,104907
4x2 + 9 + 8 + 7,"pair=4;kickers=9,8,7",5711,104975
4x3 + Jx2,trips=4;pair=J,290,105125
5x2 + K + J + 2,"pair=5;kickers=K,J,2",5377,105154
3x2 + Q + J + 7,"pair=3;kickers=Q,J,7",5849,105183
2x2 + K + Q + T,"pair=2;kickers=K,Q,T",6022,105524
Qx2 + 6 + 4 + 2,"pair=Q;kickers=6,4,2",3980,105710
6x2 + T + 9 + 2,"pair=6;kickers=T,9,2",5255,105754
Ax2 + 3x2 + 5,pair_high=A;pair_low=3;kicker=5,2586,105903
7x2 + 9 + 6 + 3,"pair=7;kickers=9,6,3",5058,105963
High card: AK542,"ranks=A,K,5,4,2",6347,106190
3x2 + K + J + 6,"pair=3;kickers=K,J,6",5814,106227
4x3 + K + T,"trips=4;kickers=K,T",2283,106375
8x2 + 3x2 + A,pair_high=8;pair_low=3;kicker=A,3139,106641
High card: T8753,"ranks=T,8,7,5,3",7381,106743
Kx2 + 7 + 3 + 2,"pair=K;kickers=7,3,2",3755,106782
8x2 + K + 4 + 2,"pair=8;kickers=K,4,2",4744,106930
5x2 + T + 9 + 4,"pair=5;kickers=T,9,4",5473,107065
High card: Q9752,"ranks=Q,9,7,5,2",7168,107198
High card: A8652,"ranks=A,8,6,5,2",6657,107338
High card: J9743,"ranks=J,9,7,4,3",7294,107445
High card: AT932,"ranks=A,T,9,3,2",6574,107502
4x2 + T + 8 + 6,"pair=4;kickers=T,8,6",5697,107525
3x2 + K + 9 + 8,"pair=3;kickers=K,9,8",5825,107559
7x3 + 5x2,trips=7;pair=5,259,107653
7x2 + J + 6 + 2,"pair=7;kickers=J,6,2",5023,107822
8x3 + 6 + 2,"trips=8;kickers=6,2",2065,108086
High card: K9652,"ranks=K,9,6,5,2",6965,108262
6x2 + T + 7 + 3,"pair=6;kickers=T,7,3",5263,108537
3x2 + Q + T + 8,"pair=3;kickers=Q,T,8",5855,109089
6x3 + A + 2,"trips=6;kickers=A,2",2148,109142
7x2 + 9 + 8 + 2,"pair=7;kickers=9,8,2",5055,109174
Jx2 + 7 + 4 + 2,"pair=J;kickers=7,4,2",4194,109330
2x2 + A + J + T,"pair=2;kickers=A,J,T",5985,109388
5x3 + J + 6,"trips=5;kickers=J,6",2238,109417
High card: KJ832,"ranks=K,J,8,3,2",6861,109446
Tx3 + 3x2,trips=T;pair=3,225,109503
Qx2 + 9 + 3 + 2,"pair=Q;kickers=9,3,2",3950,109554
High card: QT652,"ranks=Q,T,6,5,2",7139,109802
7x2 + Q + 5 + 3,"pair=7;kickers=Q,5,3",4997,110019
High card: JT643,"ranks=J,T,6,4,3",7265,110055
4x2 + K + 8 + 5,"pair=4;kickers=K,8,5",5613,110075
3x2 + A + T + 7,"pair=3;kickers=A,T,7",5775,110331
5x2 + A + 6 + 4,"pair=5;kickers=A,6,4",5355,110495
High card: KT742,"ranks=K,T,7,4,2",6926,110630
5x3 + 9 + 8,"trips=5;kickers=9,8",2249,110789
4x2 + Q + 7 + 6,"pair=4;kickers=Q,7,6",5652,110825
Ax2 + 6 + 3 + 2,"pair=A;kickers=6,3,2",3541,110946
High card: K7653,"ranks=K,7,6,5,3",6994,111111
8x2 + 6 + 5 + 4,"pair=8;kickers=6,5,4",4856,111265
High card: T9843,"ranks=T,9,8,4,3",7353,111435
Qx2 + 2x2 + J,pair_high=Q;pair_low=2;kicker=J,2822,111476
High card: T8762,"ranks=T,8,7,6,2",7379,111826
9x2 + Q + 4 + 2,"pair=9;kickers=Q,4,2",4560,111910
6x2 + 4x2 + K,pair_high=6;pair_low=4;kicker=K,3228,111925
7x3 + 8 + 3,"trips=7;kickers=8,3",2126,112047
4x3 + Q + J,"trips=4;kickers=Q,J",2291,112375
7x2 + 9 + 5 + 4,"pair=7;kickers=9,5,4",5060,112385
5x2 + K + Q + 2,"pair=5;kickers=K,Q,2",5369,112406
Qx2 + 3x2 + 7,pair_high=Q;pair_low=3;kicker=7,2815,112437
6x2 + 5x2 + 9,pair_high=6;pair_low=5;kicker=9,3221,112651
High card: KJ543,"ranks=K,J,5,4,3",6878,112665
6x3 + 8 + 4,"trips=6;kickers=8,4",2191,113135
High card: JT842,"ranks=J,T,8,4,2",7250,113390
3x2 + K + Q + 6,"pair=3;kickers=K,Q,6",5806,113553
4x2 + A + K + 3,"pair=4;kickers=A,K,3",5534,113775
High card: J8653,"ranks=J,8,6,5,3",7318,113883
3x2 + J + T + 9,"pair=3;kickers=J,T,9",5882,114057
Ax2 + 2x2 + 8,pair_high=A;pair_low=2;kicker=8,2594,114308
High card: K8752,"ranks=K,8,7,5,2",6979,114478
5x2 + A + 9 + 3,"pair=5;kickers=A,9,3",5344,114513
High card: Q9743,"ranks=Q,9,7,4,3",7169,114855
High card: A8643,"ranks=A,8,6,4,3",6658,115005
High card: T7654,"ranks=T,7,6,5,4",7396,115115
7x2 + Q + 6 + 2,"pair=7;kickers=Q,6,2",4995,115258
2x2 + A + K + 9,"pair=2;kickers=A,K,9",5969,115292
8x2 + 9 + 5 + 3,"pair=8;kickers=9,5,3",4841,115311
6x3 + J + 3,"trips=6;kickers=J,3",2174,115797
High card: K9643,"ranks=K,9,6,4,3",6966,115995
Jx2 + T + 3 + 2,"pair=J;kickers=T,3,2",4149,116058
9x2 + T + 5 + 2,"pair=9;kickers=T,5,2",4607,116242
6x2 + K + 7 + 2,"pair=6;kickers=K,7,2",5179,116402
5x2 + A + J + 2,"pair=5;kickers=A,J,2",5332,116522
4x2 + J + T + 5,"pair=4;kickers=J,T,5",5666,116725
High card: QJ742,"ranks=Q,J,7,4,2",7079,116870
2x2 + A + Q + T,"pair=2;kickers=A,Q,T",5977,116932
5x3 + Q + 6,"trips=5;kickers=Q,6",2230,116963
High card: KQ832,"ranks=K,Q,8,3,2",6777,116994
6x2 + 9 + 8 + 3,"pair=6;kickers=9,8,3",5274,117249
9x2 + 4x2 + 7,pair_high=9;pair_low=4;kicker=7,3068,117325
8x2 + J + 5 + 2,"pair=8;kickers=J,5,2",4806,117334
Tx2 + K + 3 + 2,"pair=T;kickers=K,3,2",4305,117438
High card: QT643,"ranks=Q,T,6,4,3",7140,117645
Ax2 + 5 + 4 + 2,"pair=A;kickers=5,4,2",3543,117670
3x2 + A + J + 6,"pair=3;kickers=A,J,6",5769,117711
5x2 + K + 7 + 4,"pair=5;kickers=K,7,4",5397,117845
4x3 + A + T,"trips=4;kickers=A,T",2273,117875
High card: KJ642,"ranks=K,J,6,4,2",6876,118030
High card: AK732,"ranks=A,K,7,3,2",6339,118326
8x2 + A + 4 + 2,"pair=8;kickers=A,4,2",4699,118490
5x2 + 8 + 7 + 6,"pair=5;kickers=8,7,6",5506,119119
